,PanCK,CD3,CD4,CD8,CD20,CD68,PD1,PDL1,FOXP3,Ki67,SMA,CD31,VIM,CD45
cell_01635,1,6,8,3,2,3,0,14,3,6,1,4,5,3
cell_01636,3,5,3,2,1,1,1,5,3,2,0,7,5,5
cell_01637,1,5,5,8,0,1,1,2,5,3,1,6,6,3
cell_01638,0,3,4,3,2,0,1,4,3,3,3,11,1,0
cell_01639,1,4,4,1,3,2,2,2,3,5,0,7,7,3
cell_01640,5,9,4,0,3,0,0,2,6,5,1,7,5,0
cell_01641,2,7,0,2,1,2,1,4,5,2,0,6,4,1
cell_01642,2,5,7,7,0,2,0,5,3,5,0,7,4,5
cell_01643,4,6,8,4,1,2,1,6,3,3,0,8,5,2
cell_01644,2,2,5,2,2,0,1,3,3,3,1,7,4,0
cell_01645,4,4,4,2,2,1,1,3,4,6,1,11,4,3
cell_01646,5,3,6,2,0,1,2,13,6,2,0,5,7,2
cell_01647,2,6,7,4,2,0,0,6,3,5,0,5,4,1
cell_01648,0,6,4,6,3,2,3,6,6,0,1,5,7,3
cell_01649,2,9,4,6,1,1,0,3,3,2,0,6,5,3
cell_01650,3,6,3,6,3,2,0,5,4,5,0,7,4,1
cell_01651,3,6,9,4,3,1,0,3,2,0,2,9,6,2
cell_01652,0,4,7,5,3,2,1,5,3,4,0,1,7,2
cell_01653,5,5,3,2,0,1,0,4,4,7,1,9,4,2
cell_01654,3,3,2,5,1,3,0,5,3,4,0,5,4,3
cell_01655,1,6,4,3,2,1,0,5,3,4,0,7,5,3
cell_01656,1,3,4,3,1,2,2,6,3,5,0,5,2,4
cell_01657,3,8,1,5,4,1,0,10,2,3,0,6,6,1
cell_01658,4,7,2,7,2,0,2,4,3,3,2,7,8,1
cell_01659,2,5,6,2,0,3,3,2,4,4,0,5,12,4
cell_01660,1,4,3,2,2,1,0,3,2,5,1,7,5,3
cell_01661,4,5,6,2,4,2,0,6,2,3,0,3,5,2
cell_01662,4,8,6,2,1,0,2,3,3,8,1,7,0,2
cell_01663,5,5,7,6,3,2,1,6,2,6,0,7,1,2
cell_01664,3,5,4,4,3,1,1,8,7,7,2,4,7,2
cell_01665,1,7,5,2,2,1,1,5,1,6,2,4,2,1
cell_01666,3,6,5,5,1,1,1,6,3,5,0,3,7,0
cell_01667,0,8,5,3,3,1,1,10,5,2,1,8,5,3
cell_01668,3,7,9,4,2,2,2,7,4,6,0,8,7,0
cell_01669,2,5,2,5,2,3,2,5,1,2,1,1,8,0
cell_01670,3,4,5,6,1,0,0,4,9,2,0,7,7,1
cell_01671,1,5,2,3,2,1,1,3,2,2,0,7,6,0
cell_01672,3,6,1,4,3,0,0,4,2,8,0,3,2,4
cell_01673,4,5,8,3,2,3,0,3,4,1,0,5,4,0
cell_01674,4,5,4,4,1,2,3,4,5,8,0,6,4,0
cell_01675,2,7,7,2,0,0,1,5,4,3,0,2,6,0
cell_01676,3,6,7,5,2,1,0,2,2,5,0,9,9,0
cell_01677,1,8,2,4,0,0,2,4,3,5,1,4,4,1
cell_01678,2,6,3,6,0,1,0,5,2,5,1,4,4,2
cell_01679,2,4,7,4,0,0,0,8,6,6,1,4,4,4
cell_01680,4,6,6,4,1,1,1,3,4,3,0,6,5,2
cell_01681,1,4,3,3,1,0,3,3,0,2,0,3,6,2
cell_01682,4,5,4,3,2,3,0,7,5,1,0,3,5,1
cell_01683,0,5,3,4,4,1,1,4,4,4,0,3,2,3
cell_01684,6,9,6,4,4,1,0,2,4,5,0,5,9,4
cell_01685,2,5,6,2,2,2,1,12,2,4,0,5,9,2
cell_01686,4,3,3,3,0,2,3,1,6,2,0,4,5,3
cell_01687,4,7,6,5,0,0,2,4,4,6,0,3,2,0
cell_01688,2,4,5,1,4,1,2,5,4,3,1,5,4,1
cell_01689,1,5,4,4,2,0,0,5,6,6,1,7,7,1
cell_01690,5,6,4,2,4,1,1,4,4,4,3,7,7,2
cell_01691,2,5,4,4,2,3,0,6,2,2,0,3,3,1
cell_01692,2,7,6,6,1,1,1,3,6,7,0,5,4,0
cell_01693,4,7,3,5,1,1,0,8,5,5,0,8,3,1
cell_01694,2,3,6,2,3,0,0,6,6,8,2,5,3,1
cell_01695,1,9,4,2,3,1,0,5,4,4,1,9,2,2
cell_01696,3,8,2,4,0,1,0,7,2,4,0,8,6,2
cell_01697,0,3,1,2,0,2,0,10,4,5,0,3,6,2
cell_01698,1,5,2,4,5,0,2,6,6,8,0,4,9,1
cell_01699,1,2,4,2,4,3,1,5,1,8,0,8,4,5
cell_01700,1,3,3,4,3,0,1,2,1,2,1,5,9,0
cell_01701,2,5,6,2,1,2,2,3,5,6,0,7,3,2
cell_01702,0,3,5,3,1,1,1,7,6,3,0,1,3,2
cell_01703,4,5,4,5,2,5,0,7,8,3,0,6,8,4
cell_01704,5,6,2,4,2,0,0,6,4,3,1,3,5,0
cell_01705,3,5,3,5,1,1,0,7,2,5,0,5,3,4
cell_01706,1,7,9,3,2,1,0,5,5,3,2,7,5,2
cell_01707,2,7,3,2,1,0,0,5,4,4,2,4,1,1
cell_01708,4,9,10,5,1,0,0,2,5,1,2,4,1,0
cell_01709,5,10,5,7,2,1,1,8,5,2,1,7,2,1
cell_01710,1,7,6,5,0,1,1,7,1,5,1,3,3,1
cell_01711,3,7,3,2,1,1,0,5,2,4,2,6,7,3
cell_01712,4,5,1,3,1,4,3,7,3,1,0,5,3,3
cell_01713,4,7,2,5,0,1,1,1,2,7,0,5,5,1
cell_01714,3,5,4,9,3,0,2,8,5,7,0,5,9,0
cell_01715,1,8,4,4,4,2,1,6,0,4,1,4,3,0
cell_01716,1,7,1,3,0,1,2,4,5,5,0,4,3,3
cell_01717,6,6,5,1,0,1,1,10,3,6,0,4,6,1
cell_01718,3,6,1,7,3,1,1,5,2,1,1,6,11,1
cell_01719,0,5,6,4,2,1,0,5,5,4,0,4,7,4
cell_01720,3,10,2,3,1,1,0,10,7,2,0,5,4,4
cell_01721,4,4,2,3,1,1,0,4,4,4,1,8,1,0
cell_01722,1,5,5,5,1,2,0,7,2,4,0,7,3,2
cell_01723,2,3,6,4,0,1,0,8,4,3,1,5,3,1
cell_01724,3,6,4,5,2,1,2,3,1,5,1,10,8,6
cell_01725,4,6,5,5,2,3,2,3,6,6,1,3,5,1
cell_01726,4,6,6,3,2,1,0,7,6,3,0,7,3,4
cell_01727,1,5,2,3,2,2,0,3,7,5,0,6,9,1
cell_01728,4,13,3,7,2,2,0,5,2,3,0,5,3,0
cell_01729,4,5,6,3,0,3,0,6,6,4,2,5,4,2
cell_01730,1,6,3,5,4,1,0,9,5,1,0,6,5,3
cell_01731,4,6,3,4,1,4,0,8,3,5,0,8,5,1
cell_01732,1,2,0,4,0,2,1,5,6,5,2,11,4,2
cell_01733,1,7,6,3,4,0,1,3,4,2,0,3,7,0
cell_01734,2,8,4,2,0,0,0,4,2,3,1,5,4,1
cell_01735,1,10,2,5,4,0,0,10,2,3,0,6,10,2
cell_01736,2,2,3,1,1,1,0,5,6,4,0,3,19,1
cell_01737,4,5,10,5,1,0,0,3,3,5,1,4,4,2
cell_01738,1,6,3,4,1,2,1,10,7,4,0,6,4,0
cell_01739,3,10,6,4,2,2,0,5,1,5,0,6,3,1
cell_01740,3,9,4,6,2,1,1,6,7,3,2,8,5,0
cell_01741,1,8,5,2,1,1,1,7,3,5,1,3,8,0
cell_01742,4,5,7,4,2,1,2,5,6,2,0,4,5,1
cell_01743,4,3,7,7,1,1,0,3,6,3,0,2,2,1
cell_01744,3,8,5,3,1,3,0,7,8,5,2,2,7,2
cell_01745,4,6,5,5,0,0,0,5,2,5,0,12,2,6
cell_01746,3,8,4,2,0,1,0,4,3,3,0,5,8,1
cell_01747,4,8,1,7,1,1,0,5,1,7,0,11,8,0
cell_01748,2,8,1,2,0,0,1,9,3,5,2,6,7,2
cell_01749,1,5,5,1,0,0,0,3,1,7,0,6,2,0
cell_01750,3,6,6,5,2,0,0,4,2,5,1,6,3,1
cell_01751,2,7,3,2,0,1,3,4,6,4,0,7,8,1
cell_01752,2,7,7,3,1,3,2,7,4,5,0,8,3,2
cell_01753,2,3,4,2,0,0,3,9,1,1,2,1,8,1
cell_01754,4,7,4,3,0,2,2,6,3,5,1,5,6,2
cell_01755,4,2,5,2,1,2,0,6,4,3,0,3,1,1
cell_01756,3,10,1,6,0,1,0,7,1,6,1,6,7,1
cell_01757,6,4,3,4,3,3,1,7,4,5,0,1,12,2
cell_01758,1,8,7,1,2,1,0,8,3,7,0,4,9,1
cell_01759,2,5,7,6,0,0,3,7,6,4,0,6,5,3
cell_01760,4,4,4,5,0,2,1,3,3,5,0,0,4,0
cell_01761,1,4,6,3,2,2,1,6,1,5,1,2,4,4
cell_01762,0,4,5,3,1,1,1,7,5,3,1,3,1,0
cell_01763,0,5,4,2,0,2,2,2,6,9,1,5,1,3
cell_01764,4,6,8,3,1,1,1,14,6,6,1,5,5,0
cell_01765,6,5,10,7,3,1,0,9,2,1,0,10,7,1
cell_01766,1,2,6,2,1,1,0,7,6,9,0,8,6,2
cell_01767,3,5,1,3,4,0,0,4,2,3,0,4,1,4
cell_01768,0,9,6,6,1,2,0,4,2,7,0,12,2,1
cell_01769,3,3,3,4,3,1,0,7,5,5,1,5,5,0
cell_01770,1,7,5,4,3,1,2,4,4,6,0,7,8,3
cell_01771,2,5,6,8,2,0,3,1,4,5,0,4,3,1
cell_01772,7,5,4,5,3,0,0,8,5,2,0,7,2,3
cell_01773,3,6,3,0,1,0,2,2,9,4,0,7,6,0
cell_01774,3,3,6,4,2,0,1,6,1,3,0,6,5,1
cell_01775,4,6,4,4,1,1,2,9,4,2,0,4,7,3
cell_01776,1,9,2,3,1,5,2,7,6,2,0,10,6,2
cell_01777,5,7,4,1,0,1,1,6,7,5,0,10,9,1
cell_01778,2,6,4,3,0,1,2,5,6,4,1,1,6,1
cell_01779,4,10,5,4,2,0,0,5,7,5,0,2,3,0
cell_01780,4,5,5,4,4,2,0,9,4,3,0,7,8,2
cell_01781,1,5,5,3,0,0,0,4,5,3,1,11,12,0
cell_01782,4,4,6,2,1,0,0,7,3,5,0,5,5,2
cell_01783,4,7,5,3,1,1,1,7,4,3,3,10,7,0
cell_01784,1,8,5,5,0,0,3,9,5,6,0,3,2,2
cell_01785,3,5,3,5,0,1,0,6,4,4,0,9,8,1
cell_01786,3,5,7,4,1,2,0,6,2,1,0,2,6,2
cell_01787,4,2,8,2,2,1,3,5,5,3,0,3,5,1
cell_01788,3,8,4,4,1,1,3,1,4,5,1,5,1,3
cell_01789,2,8,3,4,1,2,2,5,1,4,0,7,4,1
cell_01790,3,4,3,2,2,1,2,5,6,6,1,3,3,5
cell_01791,0,4,3,4,0,1,0,3,3,2,0,4,2,2
cell_01792,3,5,5,4,3,3,0,10,2,4,1,4,5,1
cell_01793,1,2,2,1,0,1,1,5,3,5,2,2,6,2
cell_01794,0,4,2,5,3,1,3,8,4,2,1,6,2,2
cell_01795,1,5,2,3,2,1,0,4,1,2,2,13,4,1
cell_01796,3,12,5,3,1,1,1,5,2,5,0,6,4,1
cell_01797,1,5,5,3,3,1,1,4,1,7,0,8,5,2
cell_01798,1,7,4,6,2,1,1,6,5,6,1,4,5,1
cell_01799,3,4,5,2,1,2,1,5,2,1,0,4,1,1
cell_01800,4,4,2,4,1,0,1,7,3,1,1,7,5,0
cell_01801,2,6,6,4,1,1,3,7,6,7,0,6,6,2
cell_01802,2,7,3,3,2,1,0,5,2,2,0,5,4,2
cell_01803,1,7,6,2,0,3,0,3,5,5,2,4,8,5
cell_01804,4,6,9,5,1,0,0,9,2,3,0,8,4,3
cell_01805,4,7,3,4,0,2,1,5,4,6,1,7,5,1
cell_01806,0,7,5,3,2,1,1,5,6,6,0,5,10,0
cell_01807,0,8,4,4,0,1,0,2,4,6,1,6,4,3
cell_01808,3,13,4,7,1,1,0,1,3,3,1,5,5,3
cell_01809,2,5,6,9,1,0,2,7,7,9,0,6,2,2
cell_01810,4,7,10,4,3,1,1,5,5,2,2,6,4,1
cell_01811,3,10,8,2,1,3,0,3,2,6,0,11,6,2
cell_01812,1,1,3,4,0,2,0,8,5,6,0,7,6,2
cell_01813,4,8,9,3,3,0,2,7,1,3,1,9,4,4
cell_01814,1,5,6,2,0,3,1,4,7,3,4,4,6,0
cell_01815,3,6,2,2,0,1,1,9,4,5,0,9,5,0
cell_01816,3,12,2,4,2,1,0,4,2,1,0,3,10,5
cell_01817,3,4,6,3,0,3,2,5,7,8,0,8,10,1
cell_01818,0,3,5,2,4,0,0,5,4,3,1,6,5,3
cell_01819,1,4,9,3,0,1,1,4,5,6,1,7,4,1
cell_01820,2,7,4,5,2,2,1,2,7,4,1,5,7,0
cell_01821,8,2,7,4,3,1,0,6,7,3,1,4,1,1
cell_01822,2,5,5,2,0,2,1,8,6,1,1,5,6,2
cell_01823,1,4,1,8,0,1,0,4,5,2,2,4,3,1
cell_01824,3,8,2,3,2,0,3,6,3,8,3,3,6,2
cell_01825,2,5,2,0,2,2,1,6,3,1,2,3,7,0
cell_01826,0,5,7,3,2,1,1,5,3,5,0,6,9,3
cell_01827,2,5,5,5,1,1,2,5,5,2,0,4,5,1
cell_01828,2,6,6,6,1,2,0,8,6,5,2,6,6,3
cell_01829,0,6,5,4,0,2,2,7,3,4,0,8,4,4
cell_01830,1,7,4,3,4,1,0,6,6,0,2,6,8,1
cell_01831,1,5,3,5,0,3,0,6,9,2,0,5,11,1
cell_01832,1,7,7,3,2,2,2,8,6,2,0,6,4,2
cell_01833,1,5,4,3,0,2,0,5,2,7,0,7,6,2
cell_01834,0,9,3,7,1,2,0,4,1,8,0,6,2,1
cell_01835,3,1,3,4,3,1,0,6,4,7,0,3,5,1
cell_01836,2,2,6,5,2,0,2,6,2,8,0,5,6,2
cell_01837,3,5,4,3,1,0,0,3,8,5,0,6,5,0
cell_01838,5,3,5,3,2,0,0,8,5,5,0,8,4,4
cell_01839,1,7,5,1,2,1,0,7,4,4,1,4,5,2
cell_01840,5,8,3,4,2,1,0,6,4,7,0,7,7,2
cell_01841,1,9,7,3,1,2,0,6,9,1,0,4,4,0
cell_01842,2,5,4,2,2,1,0,5,1,4,0,7,6,2
cell_01843,2,5,2,3,0,2,1,3,2,0,1,6,1,0
cell_01844,1,7,3,1,2,1,0,7,3,8,1,7,4,2
cell_01845,2,6,6,4,2,2,1,5,5,1,1,3,9,1
cell_01846,4,3,5,9,1,1,1,5,4,10,1,7,7,0
cell_01847,1,3,2,5,2,3,0,5,5,7,1,4,7,5
cell_01848,4,3,3,4,1,1,1,6,4,4,1,6,1,0
cell_01849,4,1,7,6,1,1,1,8,5,4,1,5,3,1
cell_01850,3,6,6,4,3,2,1,8,3,5,2,2,5,0
cell_01851,1,4,4,2,3,2,3,7,5,1,3,3,5,1
cell_01852,0,8,3,3,5,2,0,2,3,2,1,5,1,0
cell_01853,0,3,6,3,4,0,1,5,3,4,0,8,7,2
cell_01854,4,4,1,5,0,2,0,9,5,6,0,6,1,4
cell_01855,3,3,1,2,1,3,0,3,3,4,0,8,5,4
cell_01856,4,2,4,7,1,2,0,6,6,7,3,6,4,1
cell_01857,3,6,4,2,1,3,4,4,5,5,0,7,4,3
cell_01858,2,2,3,3,0,1,1,6,5,2,0,5,3,1
cell_01859,1,5,4,4,1,1,1,9,8,6,0,6,4,5
cell_01860,4,5,4,3,2,2,0,2,5,4,1,8,3,1
cell_01861,5,8,5,2,1,0,1,7,5,3,1,4,3,6
cell_01862,3,6,5,1,1,1,1,2,3,3,3,6,8,0
cell_01863,2,5,4,6,1,2,0,6,3,2,0,8,2,1
cell_01864,3,2,4,2,1,0,0,4,5,4,0,9,2,1
cell_01865,1,4,7,4,2,1,2,7,6,3,1,7,4,1
cell_01866,0,9,3,5,0,0,1,8,5,5,1,8,6,1
cell_01867,3,10,4,2,1,3,1,3,8,2,1,5,2,3
cell_01868,1,4,3,1,3,3,0,6,3,7,0,3,2,3
cell_01869,3,4,6,2,1,0,1,5,3,3,1,2,1,1
cell_01870,4,8,4,5,3,0,0,6,7,4,1,5,7,0
cell_01871,4,9,1,6,3,1,0,6,2,2,0,3,6,1
cell_01872,1,4,5,2,0,1,1,3,4,8,1,3,4,1
cell_01873,3,5,6,6,0,2,1,4,3,4,0,9,4,3
cell_01874,2,6,4,4,1,2,1,8,6,9,0,5,3,0
cell_01875,3,5,3,3,1,1,0,3,4,4,1,4,2,1
cell_01876,1,5,6,1,3,0,1,7,3,4,1,6,2,1
cell_01877,2,5,5,3,3,0,3,4,1,1,2,6,5,2
cell_01878,3,2,1,4,2,1,1,5,4,6,0,4,5,5
cell_01879,2,9,1,4,1,2,3,3,5,3,2,4,4,2
cell_01880,6,10,5,4,0,4,1,8,3,2,1,3,5,0
cell_01881,5,6,7,0,0,2,2,8,4,5,0,5,11,3
cell_01882,5,3,9,4,2,0,2,5,5,7,0,9,4,1
cell_01883,5,6,4,3,2,0,0,6,4,6,0,10,5,2
cell_01884,2,5,2,9,0,1,0,3,3,7,0,5,4,3
cell_01885,2,4,6,6,2,0,0,4,4,4,1,5,7,2
cell_01886,4,8,6,3,2,1,0,8,1,3,0,3,4,0
cell_01887,6,6,4,3,2,2,0,10,6,5,0,2,6,2
cell_01888,2,7,8,3,0,0,0,2,2,2,0,9,6,0
cell_01889,0,5,4,3,1,3,1,6,5,3,1,4,7,5
cell_01890,3,5,4,2,0,0,0,6,7,6,1,3,5,1
cell_01891,3,3,6,6,0,1,0,5,8,3,0,4,5,1
cell_01892,5,11,5,4,2,0,0,2,5,4,0,5,3,2
cell_01893,3,6,2,3,1,1,2,4,2,10,0,4,3,1
cell_01894,5,6,7,3,1,0,0,6,10,1,0,2,4,0
cell_01895,4,8,2,6,1,0,0,4,3,5,1,8,5,0
cell_01896,1,7,5,2,1,2,1,5,3,4,1,6,4,1
cell_01897,3,5,10,7,3,1,0,8,1,6,0,5,5,2
cell_01898,4,8,1,4,5,1,0,5,2,3,0,7,6,1
cell_01899,3,10,5,1,0,3,1,6,2,6,2,5,7,6
cell_01900,2,7,0,2,1,4,1,4,2,5,0,11,3,4
cell_01901,4,3,7,4,0,4,0,5,3,3,1,9,4,1
cell_01902,2,2,1,4,2,1,0,5,4,4,1,12,4,2
cell_01903,1,3,7,7,3,1,1,6,4,4,2,10,2,2
cell_01904,4,7,4,5,1,0,0,11,1,6,0,5,4,0
cell_01905,3,11,1,4,3,0,2,9,2,6,0,4,6,1
cell_01906,3,4,4,4,0,1,3,6,5,4,0,9,5,3
cell_01907,4,5,4,3,0,1,0,2,3,6,1,4,6,1
cell_01908,4,5,9,2,0,2,0,4,8,6,0,10,8,1
cell_01909,2,7,3,5,3,4,2,1,4,4,2,5,8,3
cell_01910,1,6,11,3,1,2,0,5,1,2,0,10,6,2
cell_01911,1,7,2,4,2,1,0,6,6,4,2,3,5,1
cell_01912,1,5,5,2,1,1,2,9,2,2,0,6,5,0
cell_01913,1,2,4,4,0,3,0,3,4,4,1,4,7,2
cell_01914,0,4,4,4,2,1,0,6,3,4,1,4,4,1
cell_01915,2,6,2,6,2,0,0,4,4,8,1,10,0,1
cell_01916,2,9,4,3,3,0,1,2,1,6,1,5,1,3
cell_01917,2,3,5,8,5,1,1,7,3,2,1,2,5,1
cell_01918,5,6,3,5,0,0,3,9,2,3,0,7,2,3
cell_01919,2,4,5,3,1,1,0,4,1,3,0,5,8,0
cell_01920,2,5,5,1,1,1,0,7,2,4,1,8,3,4
cell_01921,1,8,4,3,3,0,2,6,4,4,1,6,1,1
cell_01922,0,6,2,4,0,2,0,8,3,6,3,9,6,1
cell_01923,1,7,12,2,2,1,2,6,3,4,0,5,7,1
cell_01924,2,9,10,5,3,2,3,4,2,6,1,5,4,1
cell_01925,1,4,4,0,2,2,0,2,4,4,0,5,6,0
cell_01926,4,3,3,2,2,0,0,10,4,2,0,5,2,1
cell_01927,1,5,5,5,2,2,1,7,4,2,1,10,3,2
cell_01928,2,10,5,3,0,0,0,10,4,2,2,12,3,3
cell_01929,5,4,6,2,2,1,0,4,2,3,1,3,4,4
cell_01930,3,8,3,3,4,0,1,10,5,6,3,1,2,1
cell_01931,5,5,6,4,2,5,2,6,6,3,0,6,5,2
cell_01932,4,6,4,3,1,1,1,4,5,6,1,8,5,4
cell_01933,1,2,6,3,2,1,2,5,4,5,1,6,5,0
cell_01934,3,2,4,1,4,1,1,10,2,5,0,5,1,2
cell_01935,3,4,5,2,1,2,0,4,7,5,1,7,5,0
cell_01936,1,6,2,3,0,0,1,4,2,7,1,7,5,1
cell_01937,2,7,4,2,1,2,0,9,2,0,0,4,3,1
cell_01938,4,9,9,4,4,0,0,3,2,5,1,4,5,1
cell_01939,1,8,2,1,0,1,2,1,3,10,2,6,5,1
cell_01940,4,8,8,6,3,3,0,5,3,6,0,12,2,4
cell_01941,3,7,4,2,1,0,0,2,2,3,0,6,3,2
cell_01942,1,6,2,2,2,3,3,3,3,4,3,5,8,2
cell_01943,3,8,3,2,1,0,1,3,2,4,0,8,11,3
cell_01944,4,8,4,6,2,2,1,10,6,5,0,4,1,1
cell_01945,1,6,10,4,0,2,0,8,7,4,0,2,5,2
cell_01946,6,7,3,5,2,0,0,8,6,6,0,3,7,1
cell_01947,2,8,3,3,1,0,0,6,3,3,1,5,5,1
cell_01948,5,1,6,5,0,0,2,7,5,2,0,6,4,3
cell_01949,6,3,3,1,0,0,0,4,4,2,0,8,7,0
cell_01950,3,13,4,6,4,2,0,12,2,2,0,1,3,3
cell_01951,2,1,3,2,0,1,1,7,1,8,1,2,4,1
cell_01952,4,5,9,6,1,3,2,2,1,1,0,8,8,0
cell_01953,3,8,8,6,2,0,0,4,2,3,1,2,7,0
cell_01954,5,3,2,4,0,0,0,5,1,6,0,4,3,2
cell_01955,4,7,3,5,2,1,2,7,2,7,0,8,5,1
cell_01956,4,2,5,1,0,2,0,3,2,3,1,7,8,2
cell_01957,5,3,7,1,1,1,0,4,4,7,0,9,2,1
cell_01958,1,7,2,7,4,1,0,4,7,3,2,7,8,1
cell_01959,3,6,1,8,0,0,1,3,3,5,1,6,3,3
cell_01960,1,5,7,3,0,2,2,2,5,1,0,8,8,1
cell_01961,5,6,5,2,4,2,0,4,4,5,0,4,6,2
cell_01962,7,6,2,6,3,1,1,3,6,8,0,7,4,3
cell_01963,5,4,3,2,2,2,1,7,6,1,0,1,7,0
cell_01964,3,6,2,6,1,2,0,3,1,4,0,6,3,0
cell_01965,2,8,2,5,2,2,0,3,2,9,0,5,8,1
cell_01966,2,6,6,4,2,3,2,7,4,3,1,13,5,2
cell_01967,4,9,5,1,2,1,0,8,2,4,2,5,8,4
cell_01968,3,4,3,2,0,1,1,5,2,4,2,3,6,1
cell_01969,2,10,3,8,1,2,1,7,2,2,0,4,3,4
cell_01970,3,4,10,8,2,0,0,5,2,5,1,6,5,0
cell_01971,4,5,3,4,0,1,0,6,1,6,0,8,7,0
cell_01972,5,4,5,5,1,1,0,3,7,6,0,4,2,0
cell_01973,2,6,6,4,1,1,1,3,7,5,0,6,5,3
cell_01974,4,3,3,2,1,2,0,3,6,2,0,5,4,2
cell_01975,4,7,3,3,0,1,0,4,4,3,0,6,8,1
cell_01976,2,5,4,0,1,0,0,7,5,6,1,4,2,4
cell_01977,2,9,5,3,0,2,1,6,5,2,0,5,5,1
cell_01978,3,4,7,3,3,1,0,9,5,3,1,3,4,0
cell_01979,2,5,5,2,2,0,2,7,2,3,0,4,6,1
cell_01980,1,5,5,6,0,1,2,4,4,6,1,6,4,3
cell_01981,1,3,1,3,1,2,0,7,2,2,0,7,5,4
cell_01982,4,11,3,3,1,1,1,7,5,3,1,6,3,2
cell_01983,0,5,6,3,3,0,0,2,4,4,0,6,3,2
cell_01984,5,3,3,1,0,3,3,7,2,5,0,9,3,3
cell_01985,2,10,6,3,2,3,2,4,4,6,1,4,4,0
cell_01986,4,6,4,10,2,1,1,7,4,5,0,6,1,0
cell_01987,4,5,5,2,1,4,1,7,5,5,0,6,4,1
cell_01988,4,6,1,4,0,1,0,7,3,3,0,5,6,0
cell_01989,4,3,3,6,1,2,1,9,6,6,3,6,5,3
cell_01990,3,7,4,6,0,3,2,5,3,5,1,4,6,2
cell_01991,5,4,2,3,0,2,0,8,5,4,1,6,4,2
cell_01992,4,8,5,8,2,1,0,5,5,7,0,7,5,2
cell_01993,3,8,5,2,3,1,0,1,4,8,2,5,4,1
cell_01994,1,8,3,3,1,0,0,6,4,4,4,5,6,5
cell_01995,4,4,3,1,0,3,1,1,3,4,1,5,3,0
cell_01996,5,9,8,4,0,2,0,9,1,4,1,9,8,1
cell_01997,1,3,5,0,1,1,2,5,5,3,1,5,3,3
cell_01998,3,4,2,3,3,1,0,11,3,2,0,9,5,2
cell_01999,4,9,3,5,0,0,0,2,3,4,1,10,3,0
cell_02000,2,5,5,2,3,3,1,8,1,7,2,6,5,2
cell_02001,1,3,3,0,2,2,3,6,4,5,1,5,5,2
cell_02002,2,6,3,1,0,2,0,3,2,5,1,7,6,0
cell_02003,2,6,5,3,2,0,0,4,5,4,0,7,3,1
cell_02004,2,6,2,2,0,3,0,1,2,5,0,7,7,0
cell_02005,5,9,7,9,0,0,0,8,3,3,1,10,6,3
cell_02006,4,3,7,1,1,3,0,9,5,6,0,7,4,2
cell_02007,1,6,6,3,1,2,0,7,0,5,0,4,7,2
cell_02008,4,7,6,3,3,3,0,8,4,3,1,7,6,1
cell_02009,1,5,8,1,1,1,3,0,2,3,1,6,6,1
cell_02010,3,2,6,5,1,1,0,7,4,3,4,4,3,1
cell_02011,2,3,7,4,1,1,0,5,5,5,1,3,4,2
cell_02012,3,5,3,2,1,1,1,10,3,4,0,7,7,0
cell_02013,4,2,5,1,1,2,0,8,1,6,1,2,4,2
cell_02014,0,7,6,7,1,2,0,7,5,3,1,6,5,1
cell_02015,1,9,5,3,3,2,0,6,2,1,0,4,8,1
cell_02016,3,4,3,3,1,0,1,5,6,3,0,4,5,2
cell_02017,3,5,2,5,0,1,3,1,1,6,0,10,9,1
cell_02018,1,8,3,3,2,0,0,4,7,7,0,4,7,0
cell_02019,1,6,3,1,1,2,2,6,3,2,0,2,2,1
cell_02020,3,5,5,2,3,1,1,6,4,4,0,4,7,1
cell_02021,2,2,5,4,3,0,0,2,5,4,2,2,6,3
cell_02022,3,5,3,2,1,0,0,2,4,5,0,5,6,3
cell_02023,2,8,3,1,2,1,1,6,7,6,0,9,8,2
cell_02024,4,5,8,4,1,1,0,0,1,4,2,5,4,1
cell_02025,1,9,2,5,2,0,0,6,1,3,1,2,4,1
cell_02026,2,5,5,1,3,3,1,6,2,7,1,6,6,1
cell_02027,5,3,3,1,2,0,0,10,4,4,1,3,4,1
cell_02028,1,6,3,4,0,2,0,2,2,9,0,8,7,2
cell_02029,0,3,4,1,3,0,0,8,3,4,0,11,7,2
cell_02030,3,3,6,5,0,1,1,3,5,2,1,5,4,1
cell_02031,3,3,8,5,2,0,0,8,3,3,0,5,3,3
cell_02032,5,6,5,3,0,2,0,6,4,7,0,2,3,1
cell_02033,4,7,3,6,2,1,1,6,2,3,1,6,6,2
cell_02034,5,4,3,3,1,2,0,8,6,5,0,4,4,3
cell_02035,1,4,4,2,1,1,0,1,5,7,2,4,5,0
cell_02036,1,4,6,1,0,1,1,2,9,6,0,6,6,5
cell_02037,1,5,3,3,0,3,2,2,5,7,1,3,7,1
cell_02038,0,4,5,4,1,2,0,3,5,2,0,5,2,2
cell_02039,2,4,5,5,2,3,1,6,2,4,0,3,3,1
cell_02040,2,7,5,3,0,2,2,6,4,4,0,6,4,1
cell_02041,2,5,6,5,2,1,0,6,6,4,0,5,6,5
cell_02042,1,7,6,2,1,2,0,4,4,9,0,7,5,2
cell_02043,4,6,2,0,2,1,1,1,5,5,1,7,6,4
